emotion,emotion_score
"['joy', 'neutral', 'joy', 'neutral', 'surprise', 'sadness', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6551234126091003, 0.29269638657569885, 0.4281003773212433, 0.2551249861717224, 0.22297023236751556, 0.9472832679748535, 0.9245083928108215, 0.9052259922027588, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'joy', 'fear', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'neutral', 'sadness', 'surprise', 'neutral', 'sadness', 'surprise', 'fear', 'disgust', 'neutral', 'joy', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6480382084846497, 0.2929421365261078, 0.3893236219882965, 0.18901048600673676, 0.17652806639671326, 0.9127113819122314, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8823636174201965, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9148580431938171, 0.44987753033638, 0.2501940429210663, 0.10613125562667847, 0.2302035391330719, 0.1971200406551361, 0.19310326874256134, 0.16812114417552948, 0.10932938009500504, 0.48512646555900574, 0.33232811093330383, 0.9648500680923462, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5801213383674622, 0.32497984170913696, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7078770399093628, 0.1771726757287979, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8823801279067993, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'neutral', 'surprise', 'sadness', 'neutral', 'neutral', 'joy', 'surprise', 'joy', 'neutral', 'sadness', 'neutral', 'fear', 'neutral', 'sadness', 'neutral', 'neutral', 'anger', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6177961826324463, 0.25644779205322266, 0.809968888759613, 0.140481635928154, 0.5499731302261353, 0.27789315581321716, 0.5885839462280273, 0.21406102180480957, 0.17586134374141693, 0.7973173260688782, 0.17148740589618683, 0.4972994923591614, 0.2136784940958023, 0.19223104417324066, 0.7519895434379578, 0.5631794929504395, 0.20055478811264038, 0.9295928478240967, 0.5879620909690857, 0.1754433810710907, 0.12319677323102951, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8378866910934448, 0.1041502058506012, 0.6922276616096497, 0.248076930642128, 0.9236357808113098, 0.6456617116928101, 0.26615411043167114, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'surprise', 'joy', 'surprise', 'joy', 'neutral', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.6984187960624695, 0.13885748386383057, 0.1311771720647812, 0.8234082460403442, 0.10329563915729523, 0.9129841327667236, 0.8305332064628601, 0.8294730186462402, 0.10925605148077011, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'fear', 'neutral', 'surprise', 'anger', 'joy', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust']","[0.8115224242210388, 0.11448164284229279, 0.5400363206863403, 0.23394222557544708, 0.10081787407398224, 0.6460322141647339, 0.25013431906700134, 0.9090656638145447, 0.529660165309906, 0.3633438050746918, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'joy', 'neutral', 'surprise', 'sadness', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.9467775225639343, 0.5900354385375977, 0.3448893427848816, 0.5265631079673767, 0.3192746639251709, 0.4231736361980438, 0.37466537952423096, 0.1415630280971527, 0.7242215871810913, 0.21143068373203278, 0.8420772552490234, 0.12260708212852478, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'surprise', 'neutral', 'neutral', 'joy', 'sadness', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.8380193710327148, 0.7143025994300842, 0.1531684249639511, 0.11092163622379303, 0.5897261500358582, 0.2665533721446991, 0.45230159163475037, 0.3389016389846802, 0.9273117780685425, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'neutral', 'surprise', 'neutral', 'sadness', 'surprise', 'fear', 'neutral', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'surprise', 'sadness', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.72114098072052, 0.24653470516204834, 0.8012556433677673, 0.12472790479660034, 0.9445191621780396, 0.4724573493003845, 0.16228199005126953, 0.12250296771526337, 0.11478829383850098, 0.7544771432876587, 0.14757342636585236, 0.9055966734886169, 0.5383744239807129, 0.34805139899253845, 0.8773648142814636, 0.9399965405464172, 0.49430471658706665, 0.28695300221443176, 0.1857403665781021, 0.6573383808135986, 0.11072651296854019, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'sadness', 'neutral', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'neutral']","[0.6680693030357361, 0.2538720965385437, 0.8795166611671448, 0.45558181405067444, 0.44413653016090393, 0.6491107940673828, 0.28047314286231995, 0.5091659426689148, 0.38168230652809143]"
"['neutral', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.8856754899024963, 0.6682934761047363, 0.85972660779953, 0.8064414262771606, 0.13119758665561676, 0.6404359340667725, 0.2641716003417969, 0.9761438965797424, 0.7498847246170044, 0.18637731671333313, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'sadness', 'sadness', 'neutral', 'neutral', 'surprise', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'sadness', 'neutral', 'disgust', 'anger', 'neutral', 'fear', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'surprise', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'neutral', 'fear', 'surprise', 'neutral', 'sadness', 'surprise', 'neutral', 'sadness', 'disgust']","[0.7740809321403503, 0.1103622317314148, 0.5432037115097046, 0.28643420338630676, 0.5978938937187195, 0.20075702667236328, 0.13356947898864746, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.40611425042152405, 0.39256027340888977, 0.5574055314064026, 0.20612739026546478, 0.16548819839954376, 0.3629143536090851, 0.32966873049736023, 0.14183248579502106, 0.9104997515678406, 0.3136425018310547, 0.24102532863616943, 0.2038954496383667, 0.10082624852657318, 0.8543904423713684, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7418769598007202, 0.12459716945886612, 0.4712478816509247, 0.2354530394077301, 0.12892726063728333, 0.9104997515678406, 0.6360335350036621, 0.22999902069568634, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8820595741271973, 0.8776999115943909, 0.9027999043464661, 0.6869052648544312, 0.27731773257255554, 0.46404945850372314, 0.4624974727630615, 0.5659182667732239, 0.23247608542442322, 0.1823103427886963, 0.8716837763786316, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'anger', 'joy', 'neutral', 'sadness', 'disgust']","[0.8855358958244324, 0.6463646292686462, 0.10872156172990799, 0.9631150960922241, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'neutral', 'fear', 'fear', 'surprise', 'anger', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'anger', 'surprise', 'joy', 'surprise', 'joy', 'surprise', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy']","[0.42747941613197327, 0.2637190520763397, 0.17747387290000916, 0.37413012981414795, 0.29278481006622314, 0.1422525942325592, 0.43465185165405273, 0.314547598361969, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6250643730163574, 0.2535194158554077, 0.5764123201370239, 0.2774064242839813, 0.7902522087097168, 0.15557731688022614, 0.9762129783630371, 0.5695781707763672, 0.40701228380203247, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8904393911361694]"
"['disgust', 'anger', 'neutral', 'disgust', 'anger', 'anger', 'neutral', 'sadness', 'disgust']","[0.5991116762161255, 0.3605268597602844, 0.44342154264450073, 0.34500423073768616, 0.12348129600286484, 0.7752314805984497, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'joy', 'neutral', 'neutral', 'joy', 'joy', 'neutral']","[0.8926344513893127, 0.890022873878479, 0.892002284526825, 0.9156720638275146, 0.9491503834724426, 0.554958701133728, 0.32126402854919434]"
"['neutral', 'surprise', 'fear', 'disgust', 'anger', 'neutral', 'neutral', 'anger', 'sadness', 'sadness', 'neutral', 'disgust', 'anger', 'disgust', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.396842360496521, 0.27980855107307434, 0.16095061600208282, 0.6595122218132019, 0.18998576700687408, 0.1228058859705925, 0.5478649735450745, 0.1982988715171814, 0.15732893347740173, 0.40120843052864075, 0.19792766869068146, 0.15477687120437622, 0.13234341144561768, 0.4314207434654236, 0.3106754422187805, 0.19479219615459442, 0.8584452867507935, 0.7794565558433533, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'joy', 'neutral', 'surprise', 'joy', 'disgust', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust']","[0.9093276858329773, 0.8202181458473206, 0.667351245880127, 0.2726309895515442, 0.7532824277877808, 0.10502634942531586, 0.6091228127479553, 0.13013306260108948, 0.12372684478759766, 0.1092119961977005, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'neutral', 'neutral', 'fear', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'joy']","[0.6197144389152527, 0.3438495695590973, 0.8718230128288269, 0.8454527854919434, 0.8602092862129211, 0.9207751750946045, 0.48049402236938477, 0.46136704087257385, 0.781002402305603, 0.17185495793819427, 0.8442862033843994, 0.7047545313835144, 0.22491714358329773, 0.7705624103546143, 0.1658664345741272, 0.897331714630127]"
"['neutral', 'disgust', 'sadness', 'anger', 'disgust', 'fear', 'neutral', 'disgust', 'anger', 'neutral', 'surprise', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'surprise', 'neutral', 'neutral', 'sadness', 'surprise', 'neutral', 'neutral', 'surprise', 'disgust', 'fear', 'neutral', 'anger', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'surprise', 'disgust', 'fear', 'neutral', 'anger', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'fear', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'anger', 'disgust', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'surprise', 'sadness', 'disgust', 'fear', 'neutral', 'anger']","[0.4518258571624756, 0.23473988473415375, 0.2240271270275116, 0.3277440071105957, 0.2029213160276413, 0.1962561309337616, 0.12942060828208923, 0.9461464285850525, 0.42687276005744934, 0.22629715502262115, 0.1740085333585739, 0.8296301960945129, 0.7928702235221863, 0.8599157333374023, 0.5437502861022949, 0.1381220817565918, 0.12574942409992218, 0.7928702235221863, 0.5720951557159424, 0.19322632253170013, 0.17834585905075073, 0.8664695620536804, 0.4360736608505249, 0.3890531659126282, 0.4699142277240753, 0.16666555404663086, 0.13944201171398163, 0.10194826126098633, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8626442551612854, 0.8406844139099121, 0.11135601252317429, 0.30006012320518494, 0.2434179186820984, 0.14670425653457642, 0.10804776847362518, 0.10798581689596176, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9243075847625732, 0.5248492360115051, 0.13363638520240784, 0.11060953140258789, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9097048044204712, 0.4479503333568573, 0.2905663847923279, 0.13492071628570557, 0.8755683302879333, 0.6930771470069885, 0.11970798671245575, 0.8373233675956726, 0.11410826444625854, 0.48300862312316895, 0.2909235954284668, 0.11739026755094528, 0.2742093503475189, 0.2686893343925476, 0.23272055387496948, 0.12921170890331268]"
"['joy', 'neutral', 'joy', 'neutral', 'disgust', 'sadness', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'fear', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.4574016034603119, 0.4360005855560303, 0.48375368118286133, 0.44234544038772583, 0.9155821800231934, 0.4607733190059662, 0.24097159504890442, 0.16952510178089142, 0.9146729111671448, 0.9378061890602112, 0.6030688285827637, 0.2647548317909241, 0.4886961877346039, 0.4050953984260559, 0.51409512758255, 0.3307856619358063, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'surprise', 'joy', 'surprise', 'joy', 'joy', 'fear', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.9907658100128174, 0.8642250895500183, 0.8873416781425476, 0.5193040370941162, 0.39147916436195374, 0.318939745426178, 0.24635618925094604, 0.19611091911792755, 0.10585973411798477, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'neutral', 'neutral', 'disgust', 'disgust', 'neutral', 'disgust', 'sadness', 'disgust', 'surprise', 'anger', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'disgust', 'neutral', 'fear', 'neutral', 'fear', 'neutral', 'sadness', 'disgust']","[0.6763757467269897, 0.22813111543655396, 0.8857010006904602, 0.9889073371887207, 0.8019897937774658, 0.6462452411651611, 0.1926681101322174, 0.6872106790542603, 0.2257804423570633, 0.6118784546852112, 0.11927244067192078, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5703603029251099, 0.399257630109787, 0.6620284914970398, 0.12008380144834518, 0.10559829324483871, 0.6264081597328186, 0.17564839124679565, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'sadness', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'anger', 'disgust', 'anger', 'disgust', 'anger', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'neutral']","[0.5655046105384827, 0.1911243349313736, 0.9231457710266113, 0.8871838450431824, 0.8630014657974243, 0.7654629349708557, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6619547009468079, 0.1292368471622467, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.84272301197052, 0.5764639973640442, 0.2676917016506195, 0.7619009017944336, 0.8884389996528625, 0.1001657098531723, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8295383453369141, 0.49046629667282104, 0.4115319550037384, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.766666829586029, 0.10749048739671707]"
"['neutral', 'neutral', 'surprise', 'neutral', 'anger', 'sadness', 'joy', 'neutral', 'neutral', 'disgust', 'neutral', 'surprise', 'sadness', 'anger', 'neutral', 'anger', 'neutral', 'disgust']","[0.9446194767951965, 0.8043217658996582, 0.10710899531841278, 0.4060335159301758, 0.29729336500167847, 0.12820515036582947, 0.6952204704284668, 0.2581322491168976, 0.8207828402519226, 0.11173955351114273, 0.5069266557693481, 0.34742623567581177, 0.420010507106781, 0.25591421127319336, 0.22444811463356018, 0.5743381977081299, 0.2652204632759094, 0.10352431982755661]"
"['surprise', 'disgust', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'disgust', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'joy', 'surprise', 'neutral', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.4625609219074249, 0.33463233709335327, 0.13380864262580872, 0.9276878237724304, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4366907775402069, 0.3630829155445099, 0.9620158672332764, 0.7885721921920776, 0.13101954758167267, 0.48619160056114197, 0.4383733570575714, 0.925877571105957, 0.7023066282272339, 0.2676007151603699, 0.5584999322891235, 0.2713943421840668, 0.15178819000720978, 0.7443657517433167, 0.13367806375026703, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['fear', 'anger']","[0.5381540656089783, 0.4367775321006775]"
"['neutral', 'surprise', 'fear', 'surprise', 'neutral', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'sadness', 'fear', 'sadness', 'neutral', 'sadness', 'sadness', 'neutral', 'sadness', 'disgust']","[0.48735830187797546, 0.3831889033317566, 0.3307693600654602, 0.3224954903125763, 0.26633358001708984, 0.40056943893432617, 0.28548145294189453, 0.2659531235694885, 0.8583691120147705, 0.8427841067314148, 0.57927405834198, 0.20722542703151703, 0.7630069255828857, 0.4490775465965271, 0.40548285841941833, 0.9257896542549133, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'neutral', 'surprise', 'fear', 'neutral', 'anger', 'sadness', 'joy', 'neutral']","[0.6224329471588135, 0.19587132334709167, 0.12016300857067108, 0.6283572316169739, 0.30558356642723083, 0.8321803212165833, 0.6777376532554626, 0.20230072736740112, 0.994879961013794, 0.4205402135848999, 0.2088373601436615, 0.1632489711046219, 0.763182520866394, 0.11702349036931992]"
"['joy', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.464335560798645, 0.3237781524658203, 0.19312192499637604, 0.7674623131752014, 0.1574372947216034, 0.4858969748020172, 0.39455461502075195, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'sadness', 'anger', 'neutral', 'sadness', 'neutral', 'disgust', 'surprise', 'sadness', 'neutral', 'surprise', 'fear', 'neutral', 'anger', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust']","[0.7401217222213745, 0.19945183396339417, 0.4224357306957245, 0.2830190360546112, 0.18642890453338623, 0.5640090703964233, 0.13580849766731262, 0.11733841896057129, 0.11143270879983902, 0.3841205835342407, 0.29889458417892456, 0.26450857520103455, 0.7668517231941223, 0.16816431283950806, 0.6668072938919067, 0.15277275443077087, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust']","[0.910020112991333, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8703442811965942, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8105812668800354, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9080232977867126, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'fear', 'neutral', 'anger', 'sadness', 'surprise', 'sadness', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.24200640618801117, 0.2198803871870041, 0.20132727921009064, 0.18117272853851318, 0.12616965174674988, 0.46520012617111206, 0.2891360819339752, 0.12200219184160233, 0.8418664932250977, 0.10404758900403976, 0.890356719493866, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'disgust', 'anger', 'neutral', 'joy', 'neutral', 'joy', 'sadness', 'neutral', 'sadness', 'disgust']","[0.8127469420433044, 0.11402017623186111, 0.9324135780334473, 0.42379751801490784, 0.40352755784988403, 0.11231356114149094, 0.9035696983337402, 0.6275823712348938, 0.19934862852096558, 0.10617268830537796, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['fear', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'anger', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral']","[0.27574673295021057, 0.25327977538108826, 0.1657128483057022, 0.10488513112068176, 0.69798743724823, 0.16901032626628876, 0.10766106843948364, 0.40537139773368835, 0.37984275817871094, 0.10795760899782181, 0.8674430251121521, 0.8075351119041443, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8534566164016724, 0.10903866589069366]"
"['anger', 'neutral', 'disgust', 'surprise', 'surprise', 'neutral', 'anger', 'disgust', 'sadness']","[0.3381676971912384, 0.3111688792705536, 0.1935277134180069, 0.10799509286880493, 0.9696223139762878, 0.4781038165092468, 0.32096514105796814, 0.110825315117836, 0.7596690654754639]"
"['sadness', 'neutral', 'neutral', 'fear', 'sadness', 'neutral', 'surprise', 'fear', 'joy', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'sadness', 'surprise', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.928411066532135, 0.8477466106414795, 0.900152862071991, 0.49433767795562744, 0.3231777846813202, 0.4921938180923462, 0.23747384548187256, 0.1733122617006302, 0.795410692691803, 0.12198510766029358, 0.9298458695411682, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8726392984390259, 0.8551677465438843, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4108211100101471, 0.32692751288414, 0.19521497189998627, 0.9061987996101379, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'sadness', 'neutral', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'surprise', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'neutral', 'joy', 'sadness']","[0.9545679092407227, 0.8857519030570984, 0.6588257551193237, 0.2243923395872116, 0.8275799751281738, 0.13623996078968048, 0.49626314640045166, 0.4578862190246582, 0.7896977663040161, 0.45494982600212097, 0.1797216832637787, 0.1535291224718094, 0.11183125525712967, 0.5844506025314331, 0.25194594264030457, 0.4475565552711487, 0.25165003538131714, 0.2021559774875641]"
"['surprise', 'neutral', 'neutral', 'anger', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust']","[0.6137427091598511, 0.32242417335510254, 0.6944266557693481, 0.13463447988033295, 0.9049583077430725, 0.924156665802002, 0.700673520565033, 0.1909448504447937, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'anger', 'surprise', 'neutral', 'sadness', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'disgust', 'sadness', 'surprise', 'surprise', 'neutral', 'surprise', 'anger', 'disgust', 'neutral', 'anger', 'disgust', 'neutral', 'joy', 'anger', 'surprise', 'neutral', 'anger', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6212356686592102, 0.214932382106781, 0.4292382299900055, 0.30606046319007874, 0.19701068103313446, 0.5299455523490906, 0.2398742288351059, 0.8085998892784119, 0.636372983455658, 0.1584315299987793, 0.559147834777832, 0.2943529188632965, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4652496874332428, 0.1868794560432434, 0.12906576693058014, 0.10706569999456406, 0.7470778226852417, 0.19756028056144714, 0.9670020937919617, 0.4823782444000244, 0.2072422206401825, 0.19077551364898682, 0.8393904566764832, 0.10118842124938965, 0.8299950957298279, 0.9345659613609314, 0.3306010067462921, 0.25204333662986755, 0.139443039894104, 0.43607214093208313, 0.3405255377292633, 0.9654125571250916, 0.936729371547699, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
